date,type,amount,transaction,category,sub_category,team,event,invoice_number,transport
1/23/22,Expense,36,Epping - Parking,Travel & Meals: Travel,Other Travel,Airborne Images,Epping,220007,
2/4/22,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
3/8/22,Income,1400,Fatheadz Pay,Gross Receipts,Photography Services,Tom Stout Photography,,,
3/8/22,Income,1400,Fatheadz Pay,Gross Receipts,Photography Services,Tom Stout Photography,,,
5/19/22,Income,2073.98,Fatheadz Pay,Gross Receipts,Photography Services,Tom Stout Photography,,,
6/6/22,Expense,450.18,Epping,Travel & Meals: Travel,Car Rental,Airborne Images,Epping,220007,Rental Car
7/7/22,Expense,146,Denver,Travel & Meals: Travel,Hotels,Airborne Images,Denver,220016,
7/11/22,Expense,219,Sonoma ,Travel & Meals: Travel,Hotels,Airborne Images,Sonoma,220012,
7/21/22,Expense,424.91,San Francisco,Travel & Meals: Travel,Car Rental,Airborne Images,Sonoma,220012,Rental Car
7/27/22,Income,469.94,Fatheadz Pay,Gross Receipts,Photography Services,Tom Stout Photography,,,
1/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
1/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
1/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
1/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
1/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
1/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
1/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
1/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
1/12/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
1/14/23,Expense,15.36,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
1/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
1/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
2/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
2/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
2/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
2/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
2/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
2/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
2/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
2/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
2/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
2/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
2/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
2/14/23,Expense,15.36,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
2/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
2/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
3/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
3/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
3/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
3/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
3/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
3/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
3/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
3/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
3/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
3/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
3/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
3/8/23,Income,575.92,Gainsville - Fatheadz,Gross Receipts,Drone Services,Airborne Images,Gainesville,230011,
3/10/23,Expense,284.56,Gainsville,Travel & Meals: Travel,Hotels,Airborne Images,Gainesville,230011,
3/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
3/14/23,Expense,15.36,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
3/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
3/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
3/29/23,Expense,49,Coursera,Other Expenses,Education,"TSP, LLC",,Monthly,
3/31/23,Expense,191.25,Pomona I,Travel & Meals: Travel,Car Rental,Airborne Images,Pomona I,230013,Rental Car
4/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
4/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
4/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
4/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
4/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
4/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
4/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
4/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
4/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
4/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
4/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
4/3/23,Expense,36,Gainsville Parking,Travel & Meals: Travel,Other Travel,Airborne Images,Gainesville,230011,
4/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
4/14/23,Expense,15.36,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
4/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
4/20/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Gainesville,230011,
4/20/23,Income,1500,Gainesville Invoice,Gross Receipts,Drone Services,Airborne Images,Gainesville,230011,
4/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
4/26/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
4/29/23,Expense,49,Coursera,Other Expenses,Education,"TSP, LLC",,Monthly,
5/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
5/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
5/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
5/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
5/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
5/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
5/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
5/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
5/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
5/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
5/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
5/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
5/14/23,Expense,17,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
5/15/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Phoenix,230012,
5/15/23,Income,1500,NHRA Invoice for Phoenix,Gross Receipts,Drone Services,Airborne Images,Phoenix,230012,
5/15/23,Income,1500,Pomona Invoice,Gross Receipts,Drone Services,Airborne Images,Pomona I,230013,
5/15/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Pomona I,230013,
5/15/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Vegas I,230014,
5/15/23,Income,1500,Vegas Invoice,Gross Receipts,Drone Services,Airborne Images,Vegas I,230014,
5/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
5/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
5/26/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
5/29/23,Expense,49,Coursera,Other Expenses,Education,"TSP, LLC",,Monthly,
5/29/23,Expense,72.39,Amazon Order-DJI Controller,Other Expenses,Drone Equipment,Airborne Images,,,
5/30/23,Expense,156,Aviation Insurance,Insurance,Aviation Insurancve,"TSP, LLC",,,
5/30/23,Expense,144.86,The Hartford Insurance,Insurance,Business Insurance,"TSP, LLC",,,
6/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
6/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
6/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
6/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
6/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
6/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
6/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
6/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
6/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
6/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
6/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
6/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
6/14/23,Expense,17,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
6/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
6/18/23,Expense,187.82,Amazon order -Tent,Other Expenses,Drone Equipment,Airborne Images,,,
6/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
6/24/23,Expense,82.18,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
6/26/23,Expense,4.75,"Norwalk, Toll",Travel & Meals: Travel,Other Travel,Airborne Images,Norwalk,230015,
6/26/23,Expense,7.14,Denver Meal,Travel and Meals: Deductible Meals,Meals,Airborne Images,Denver,230016,
6/26/23,Expense,248,Aviation Insurance,Insurance,Aviation Insurancve,"TSP, LLC",,,
6/26/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
6/29/23,Expense,49,Coursera,Other Expenses,Education,"TSP, LLC",,Monthly,
6/30/23,Expense,127,Checked Bag,Travel & Meals: Travel,Airfare,Airborne Images,Denver,230016,
6/30/23,Expense,32,Denver,Travel and Meals: Deductible Meals,Meals,Airborne Images,Denver,230016,
6/30/23,Expense,295.26,The Hartford Insurance,Insurance,Business Insurance,"TSP, LLC",,,
7/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
7/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
7/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
7/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
7/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
7/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
7/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
7/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
7/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
7/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
7/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
7/7/23,Expense,35.36,DJI Mini 3 Pro Batteries,Other Expenses,Drone Equipment,Airborne Images,,,
7/13/23,Expense,32.16,GoDaddy Domain Renewal,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
7/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
7/14/23,Expense,17,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
7/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
7/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
7/24/23,Expense,82.18,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
7/26/23,Expense,132,Sonoma Car Rental,Travel & Meals: Travel,Car Rental,Airborne Images,Sonoma,230018,Rental Car
7/26/23,Expense,52.68,Sonoma Gas,Travel & Meals: Travel,Fuel,Airborne Images,Sonoma,230018,Rental Car
7/26/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
7/27/23,Expense,25.16,Sonoma Meals,Travel and Meals: Deductible Meals,Meals,Airborne Images,Sonoma,230018,
7/27/23,Expense,23.58,Sonoma Meals,Travel and Meals: Deductible Meals,Meals,Airborne Images,Sonoma,230018,
7/29/23,Expense,49,Coursera,Other Expenses,Education,"TSP, LLC",,Monthly,
7/30/23,Expense,48.02,Sonoma gas,Travel & Meals: Travel,Fuel,Airborne Images,Seattle,230017,Rental Car
7/30/23,Expense,156,Aviation Insurance,Insurance,Aviation Insurancve,"TSP, LLC",,,
7/30/23,Expense,144.86,The Hartford Insurance,Insurance,Business Insurance,"TSP, LLC",,,
8/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
8/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
8/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
8/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
8/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
8/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
8/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
8/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
8/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
8/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
8/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
8/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
8/14/23,Expense,17,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
8/15/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Norwalk,230015,
8/15/23,Income,1500,Norwalk Invoice,Gross Receipts,Drone Services,Airborne Images,Norwalk,230015,
8/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
8/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
8/24/23,Expense,82.18,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
8/25/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Denver,230016,
8/25/23,Income,1500,Denver Invoice,Gross Receipts,Drone Services,Airborne Images,Denver,230016,
8/26/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
8/29/23,Expense,49,Coursera,Other Expenses,Education,"TSP, LLC",,Monthly,
8/30/23,Expense,156,Aviation Insurance,Insurance,Aviation Insurancve,"TSP, LLC",,,
8/30/23,Expense,144.86,The Hartford Insurance,Insurance,Business Insurance,"TSP, LLC",,,
9/1/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Seattle,230017,
9/1/23,Income,1500,Seattle Invoice,Gross Receipts,Drone Services,Airborne Images,Seattle,230017,
9/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
9/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
9/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
9/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
9/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
9/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
9/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
9/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
9/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
9/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
9/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
9/5/23,Expense,48.08,Sonoma Gas,Travel & Meals: Travel,Fuel,Airborne Images,Sonoma,230018,Rental Car
9/5/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Sonoma,230018,
9/5/23,Income,1548.08,Sonoma Invoice,Gross Receipts,Drone Services,Airborne Images,Sonoma,230018,
9/13/23,Expense,30,Reading,Travel & Meals: Travel,Airfare,Airborne Images,Reading,230021,
9/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
9/14/23,Expense,17,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
9/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
9/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
9/24/23,Expense,124,Charlotte Gas,Travel & Meals: Travel,Fuel,Airborne Images,Reading,230021,Personal Vehicle
9/24/23,Expense,82.18,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
9/25/23,Expense,60.19,Brainerd Gas,Travel & Meals: Travel,Fuel,Airborne Images,Brainerd,230019,Rental Car
9/25/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Brainerd,230019,
9/25/23,Income,1560.19,Brainerd Invoice,Gross Receipts,Drone Services,Airborne Images,Brainerd,230019,
9/26/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
9/29/23,Expense,49,Coursera,Other Expenses,Education,"TSP, LLC",,Monthly,
9/30/23,Expense,156,Aviation Insurance,Insurance,Aviation Insurancve,"TSP, LLC",,,
9/30/23,Expense,144.86,The Hartford Insurance,Insurance,Business Insurance,"TSP, LLC",,,
10/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
10/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
10/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
10/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
10/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
10/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
10/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
10/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
10/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
10/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
10/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
10/2/23,Expense,59.25,St Louis Gas,Travel & Meals: Travel,Fuel,Airborne Images,Reading,230021,Personal Vehicle
10/2/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
10/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
10/14/23,Expense,17,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
10/15/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Indy,230020,
10/15/23,Income,1500,Indy Invoice,Gross Receipts,Drone Services,Airborne Images,Indy,230020,
10/15/23,Expense,31.7,Dallas Gas,Travel & Meals: Travel,Fuel,Airborne Images,St Louis,230023,Rental Car
10/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
10/18/23,Expense,60.19,Reading gas,Travel & Meals: Travel,Fuel,Airborne Images,Brainerd,230019,Rental Car
10/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
10/24/23,Expense,82.18,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
10/26/23,Expense,40.07,Vegas II Gas,Travel & Meals: Travel,Fuel,Airborne Images,Vegas II,230025,Rental Car
10/26/23,Expense,17.32,Vegas II Meals,Travel and Meals: Deductible Meals,Meals,Airborne Images,Vegas II,230025,
10/26/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
10/27/23,Expense,124,Charlotte II Gas,Travel & Meals: Travel,Fuel,Airborne Images,Charlotte II,230022,Rental Car
10/27/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Charlotte II,230022,
10/27/23,Income,1624,Charlotte II Invoice,Gross Receipts,Drone Services,Airborne Images,Charlotte II,230022,
10/29/23,Expense,49,Coursera,Other Expenses,Education,"TSP, LLC",,Monthly,
10/30/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,Reading,230021,
10/30/23,Income,1500,Reading Invoice,Gross Receipts,Drone Services,Airborne Images,Reading,230021,
10/30/23,Expense,156,Aviation Insurance,Insurance,Aviation Insurancve,"TSP, LLC",,,
10/30/23,Expense,144.86,The Hartford Insurance,Insurance,Business Insurance,"TSP, LLC",,,
11/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
11/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
11/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
11/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
11/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
11/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
11/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
11/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
11/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
11/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
11/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
11/10/23,Expense,59.26,St Louis Gas,Travel & Meals: Travel,Fuel,Airborne Images,St Louis,230023,Personal Vehicle
11/10/23,Expense,250,Drone Purchase,Other Expenses,Drone Equipment,Airborne Images,St Louis,230023,
11/10/23,Income,1559.26,St Louis Invoice,Gross Receipts,Drone Services,Airborne Images,St Louis,230023,
11/12/23,Expense,48.06,Pomona II Gas,Travel & Meals: Travel,Fuel,Airborne Images,Pomona II,230026,Rental Car
11/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
11/14/23,Expense,17,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
11/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
11/20/23,Expense,31.7,Dallas Gas,Travel & Meals: Travel,Fuel,Airborne Images,Dallas,230024,Rental Car
11/20/23,Income,1531.7,Dallas Invoice,Gross Receipts,Drone Services,Airborne Images,Dallas,230024,
11/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
11/24/23,Expense,82.18,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
11/26/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
11/29/23,Expense,49,Coursera,Other Expenses,Education,"TSP, LLC",,Monthly,
11/30/23,Expense,156,Aviation Insurance,Insurance,Aviation Insurancve,"TSP, LLC",,,
11/30/23,Expense,144.86,The Hartford Insurance,Insurance,Business Insurance,"TSP, LLC",,,
12/1/23,Expense,31.7,Vegas II gas,Travel & Meals: Travel,Fuel,Airborne Images,St Louis,230023,Rental Car
12/1/23,Expense,29,Udemy Training Subscription,Other Expenses,Education,"TSP, LLC",,Monthly,
12/1/23,Expense,29.99,Adobe CC,Other Expenses,Software,"TSP, LLC",,Monthly,
12/1/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
12/1/23,Expense,13.36,Microsoft 365,Other Expenses,Software,"TSP, LLC",,Monthly,
12/1/23,Expense,17,Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
12/1/23,Expense,176.84,The Hartford,Insurance,Business Insurance,"TSP, LLC",,,
12/1/23,Expense,74.4,Cell Phone,Utilities,Cellular Service,"TSP, LLC",,,
12/1/23,Expense,109.99,FirstNet,Utilities,Cellular Service,"TSP, LLC",,,
12/1/23,Expense,99.38,iPad,Other Expenses,Office Equipment,"TSP, LLC",,,
12/1/23,Expense,128,Leaseville,Other Expenses,Office Equipment,"TSP, LLC",,,
12/1/23,Expense,82.08,Samsung Monitor - Affirm,Other Expenses,Office Equipment,"TSP, LLC",,,
12/10/23,Income,1531.71,Vegas II Invoice,Gross Receipts,Drone Services,Airborne Images,Vegas II,230025,
12/14/23,Expense,13.38,Office 365,Other Expenses,Software,"TSP, LLC",,Monthly,
12/14/23,Expense,17,Website - Heroku,Other Expenses,Web Hosting,"TSP, LLC",,Monthly,
12/16/23,Expense,13.36,Paddle.net,Other Expenses,Software,"TSP, LLC",,Monthly,
12/20/23,Income,1598.06,Pomona II Invoice,Gross Receipts,Drone Services,Airborne Images,Pomona II,230026,
12/20/23,Expense,98.06,Pomona II Gas,Travel & Meals: Travel,Fuel,Airborne Images,Pomona II,230026,
12/20/23,Expense,9.99,Apple iCloud,Other Expenses,Software,"TSP, LLC",,Monthly,
